time(cc),altitude,GPS t,lat,lon,request1,request2,grade,errors
93057,211,515192,45.692,36,15,11,0.5,0
93058,211,515193,45.693,36,15,11,0.5,0
93059,211,515194,45.694,36,15,11,0.5,0
93060,211,515195,45.695,36,15,11,0.5,0
93061,211,515196,45.696,36,15,11,0.5,0
93062,211,515197,45.697,36,15,11,0.5,0
93063,211,515198,45.698,36,15,11,0.5,0
93064,211,515199,45.699,36,15,11,0.5,0
93065,211,515200,45.7,36,15,11,0.5,0
93066,211,515201,45.701,36,15,11,0.5,0
93067,211,515202,45.702,36,15,11,0.5,0
93068,211,515203,45.703,36,15,11,0.5,0
93069,211,515204,45.704,36,15,11,0.5,0
93070,211,515205,45.705,36,15,11,0.5,0
93071,211,515206,45.706,36,15,11,0.5,0
93072,211,515207,45.707,36,15,11,0.5,0
93073,211,515208,45.708,36,15,11,0.5,0
93074,211,515209,45.709,36,15,11,0.5,0
93075,211,515210,45.71,36,15,11,0.5,0
93076,211,515211,45.711,36,15,11,0.5,0
93077,211,515212,45.712,36,15,11,0.5,0
93078,211,515213,45.713,36,15,11,0.5,0
93079,211,515214,45.714,36,15,11,0.5,0
93080,211,515215,45.715,36,15,11,0.5,0
93081,211,515216,45.716,36,15,11,0.5,0
93082,211,515217,45.717,36,15,11,0.5,0
93083,211,515218,45.718,36,15,11,0.5,0
93084,211,515219,45.719,36,15,11,0.5,0
93085,211,515220,45.72,36,15,11,0.5,0
93086,211,515221,45.721,36,15,11,0.5,0
93087,211,515222,45.722,36,15,11,0.5,0
93088,211,515223,45.723,36,15,11,0.5,0
93089,211,515224,45.724,36,15,11,0.5,0
93090,211,515225,45.725,36,15,11,0.5,0
93091,211,515226,45.726,36,15,11,0.5,0
93092,211,515227,45.727,36,15,11,0.5,0
93093,211,515228,45.728,36,15,11,0.5,0
93094,211,515229,45.729,36,15,11,0.5,0
93095,211,515230,45.73,36,15,11,0.5,0
93096,211,515231,45.731,36,15,11,0.5,0
93097,211,515232,45.732,36,15,11,0.5,0
93098,211,515233,45.733,36,15,11,0.5,0
93099,211,515234,45.734,36,15,11,0.5,0
93100,211,515235,45.735,36,15,11,0.5,0
93101,211,515236,45.736,36,15,11,0.5,0
93102,211,515237,45.737,36,15,11,0.5,0
93103,211,515238,45.738,36,15,11,0.5,0
93104,211,515239,45.739,36,15,11,0.5,0
93105,211,515240,45.74,36,15,11,0.5,0
93106,211,515241,45.741,36,15,11,0.5,0
93107,211,515242,45.742,36,15,11,0.5,0
93108,211,515243,45.743,36,15,11,0.5,0
93109,211,515244,45.744,36,15,11,0.5,0
93110,211,515245,45.745,36,15,11,0.5,0
93111,211,515246,45.746,36,15,11,0.5,0
93112,211,515247,45.747,36,15,11,0.5,0
93113,211,515248,45.748,36,15,11,0.5,0
93114,211,515249,45.749,36,15,11,0.5,0
93115,211,515250,45.75,36,15,11,0.5,0
93116,211,515251,45.751,36,15,11,0.5,0
93117,211,515252,45.752,36,15,11,0.5,0
93118,211,515253,45.753,36,15,11,0.5,0
93119,211,515254,45.754,36,15,11,0.5,0
93120,211,515255,45.755,36,15,11,0.5,0
93121,211,515256,45.756,36,15,11,0.5,0
93122,211,515257,45.757,36,15,11,0.5,0
93123,211,515258,45.758,36,15,11,0.5,0
93124,211,515259,45.759,36,15,11,0.5,0
93125,211,515260,45.76,36,15,11,0.5,0
93126,211,515261,45.761,36,15,11,0.5,0
93127,211,515262,45.762,36,15,11,0.5,0
93128,211,515263,45.763,36,15,11,0.5,0
93129,211,515264,45.764,36,15,11,0.5,0
93130,211,515265,45.765,36,15,11,0.5,0
93131,211,515266,45.766,36,15,11,0.5,0
93132,211,515267,45.767,36,15,11,0.5,0
93133,211,515268,45.768,36,15,11,0.5,0
93134,211,515269,45.769,36,15,11,0.5,0
93135,211,515270,45.77,36,15,11,0.5,0
93136,211,515271,45.771,36,15,11,0.5,0
93137,211,515272,45.772,36,15,11,0.5,0
93138,211,515273,45.773,36,15,11,0.5,0
93139,211,515274,45.774,36,15,11,0.5,0
93140,211,515275,45.775,36,15,11,0.5,0
93141,211,515276,45.776,36,15,11,0.5,0
93142,211,515277,45.777,36,15,11,0.5,0
93143,211,515278,45.778,36,15,11,0.5,0
93144,211,515279,45.779,36,15,11,0.5,0
93145,211,515280,45.78,36,15,11,0.5,0
93146,211,515281,45.781,36,15,11,0.5,0
93147,211,515282,45.782,36,15,11,0.5,0
93148,211,515283,45.783,36,15,11,0.5,0
93149,211,515284,45.784,36,15,11,0.5,0
93150,211,515285,45.785,36,15,11,0.5,0
93151,211,515286,45.786,36,15,11,0.5,0
93152,211,515287,45.787,36,15,11,0.5,0
93153,211,515288,45.788,36,15,11,0.5,0
93154,211,515289,45.789,36,15,11,0.5,0
93155,211,515290,45.79,36,15,11,0.5,0
93156,211,515291,45.791,36,15,11,0.5,0
93157,211,515292,45.792,36,15,11,0.5,0
93158,211,515293,45.793,36,15,11,0.5,0
93159,211,515294,45.794,36,15,11,0.5,0
93160,211,515295,45.795,36,15,11,0.5,0
93161,211,515296,45.796,36,15,11,0.5,0
93162,211,515297,45.797,36,15,11,0.5,0
93163,211,515298,45.798,36,15,11,0.5,0
93164,211,515299,45.799,36,15,11,0.5,0
93165,211,515300,45.8,36,15,11,0.5,0
93166,211,515301,45.801,36,15,11,0.5,0
93167,211,515302,45.802,36,15,11,0.5,0
93168,211,515303,45.803,36,15,11,0.5,0
93169,211,515304,45.804,36,15,11,0.5,0
93170,211,515305,45.805,36,15,11,0.5,0
93171,211,515306,45.806,36,15,11,0.5,0
93172,211,515307,45.807,36,15,11,0.5,0
93173,211,515308,45.808,36,15,11,0.5,0
93174,211,515309,45.809,36,15,11,0.5,0
93175,211,515310,45.81,36,15,11,0.5,0
93176,211,515311,45.811,36,15,11,0.5,0
93177,211,515312,45.812,36,15,11,0.5,0
93178,211,515313,45.813,36,15,11,0.5,0
93179,211,515314,45.814,36,15,11,0.5,0
93180,211,515315,45.815,36,15,11,0.5,0
93181,211,515316,45.816,36,15,11,0.5,0
93182,211,515317,45.817,36,15,11,0.5,0
93183,211,515318,45.818,36,15,11,0.5,0
93184,211,515319,45.819,36,15,11,0.5,0
93185,211,515320,45.82,36,15,11,0.5,0
93186,211,515321,45.821,36,15,11,0.5,0
93187,211,515322,45.822,36,15,11,0.5,0
93188,211,515323,45.823,36,15,11,0.5,0
93189,211,515324,45.824,36,15,11,0.5,0
93190,211,515325,45.825,36,15,11,0.5,0
93191,211,515326,45.826,36,15,11,0.5,0
93192,211,515327,45.827,36,15,11,0.5,0
93193,211,515328,45.828,36,15,11,0.5,0
93194,211,515329,45.829,36,15,11,0.5,0
93195,211,515330,45.83,36,15,11,0.5,0
93196,211,515331,45.831,36,15,11,0.5,0
93197,211,515332,45.832,36,15,11,0.5,0
93198,211,515333,45.833,36,15,11,0.5,0
93199,211,515334,45.834,36,15,11,0.5,0
93200,211,515335,45.835,36,15,11,0.5,0
93201,211,515336,45.836,36,15,11,0.5,0
93202,211,515337,45.837,36,15,11,0.5,0
93203,211,515338,45.838,36,15,11,0.5,0
93204,211,515339,45.839,36,15,11,0.5,0
93205,211,515340,45.84,36,15,11,0.5,0
93206,211,515341,45.841,36,15,11,0.5,0
93207,211,515342,45.842,36,15,11,0.5,0
93208,211,515343,45.843,36,15,11,0.5,0
93209,211,515344,45.844,36,15,11,0.5,0
93210,211,515345,45.845,36,15,11,0.5,0
93211,211,515346,45.846,36,15,11,0.5,0
93212,211,515347,45.847,36,15,11,0.5,0
93213,211,515348,45.848,36,15,11,0.5,0
93214,211,515349,45.849,36,15,11,0.5,0
93215,211,515350,45.85,36,15,11,0.5,0
93216,211,515351,45.851,36,15,11,0.5,0
93217,211,515352,45.852,36,15,11,0.5,0
93218,211,515353,45.853,36,15,11,0.5,0
93219,211,515354,45.854,36,15,11,0.5,0
93220,211,515355,45.855,36,15,11,0.5,0
93221,211,515356,45.856,36,15,11,0.5,0
93222,211,515357,45.857,36,15,11,0.5,0
93223,211,515358,45.858,36,15,11,0.5,0
93224,211,515359,45.859,36,15,11,0.5,0
93225,211,515360,45.86,36,15,11,0.5,0
93226,211,515361,45.861,36,15,11,0.5,0
93227,211,515362,45.862,36,15,11,0.5,0
93228,211,515363,45.863,36,15,11,0.5,0
93229,211,515364,45.864,36,15,11,0.5,0
93230,211,515365,45.865,36,15,11,0.5,0
93231,211,515366,45.866,36,15,11,0.5,0
93232,211,515367,45.867,36,15,11,0.5,0
93233,211,515368,45.868,36,15,11,0.5,0
93234,211,515369,45.869,36,15,11,0.5,0
93235,211,515370,45.87,36,15,11,0.5,0
93236,211,515371,45.871,36,15,11,0.5,0
93237,211,515372,45.872,36,15,11,0.5,0
93238,211,515373,45.873,36,15,11,0.5,0
93239,211,515374,45.874,36,15,11,0.5,0
93240,211,515375,45.875,36,15,11,0.5,0
93241,211,515376,45.876,36,15,11,0.5,0
93242,211,515377,45.877,36,15,11,0.5,0
93243,211,515378,45.878,36,15,11,0.5,0
93244,211,515379,45.879,36,15,11,0.5,0
93245,211,515380,45.88,36,15,11,0.5,0
93246,211,515381,45.881,36,15,11,0.5,0
93247,211,515382,45.882,36,15,11,0.5,0
93248,211,515383,45.883,36,15,11,0.5,0
93249,211,515384,45.884,36,15,11,0.5,0
93250,211,515385,45.885,36,15,11,0.5,0
93251,211,515386,45.886,36,15,11,0.5,0
93252,211,515387,45.887,36,15,11,0.5,0
93253,211,515388,45.888,36,15,11,0.5,0
93254,211,515389,45.889,36,15,11,0.5,0
93255,211,515390,45.89,36,15,11,0.5,0
93256,211,515391,45.891,36,15,11,0.5,0
93257,211,515392,45.892,36,15,11,0.5,0
93258,211,515393,45.893,36,15,11,0.5,0
93259,211,515394,45.894,36,15,11,0.5,0
93260,211,515395,45.895,36,15,11,0.5,0
93261,211,515396,45.896,36,15,11,0.5,0
93262,211,515397,45.897,36,15,11,0.5,0
93263,211,515398,45.898,36,15,11,0.5,0
93264,211,515399,45.899,36,15,11,0.5,0
93265,211,515400,45.9,36,15,11,0.5,0
93266,211,515401,45.901,36,15,11,0.5,0
93267,211,515402,45.902,36,15,11,0.5,0
93268,211,515403,45.903,36,15,11,0.5,0
93269,211,515404,45.904,36,15,11,0.5,0
93270,211,515405,45.905,36,15,11,0.5,0
93271,211,515406,45.906,36,15,11,0.5,0
93272,211,515407,45.907,36,15,11,0.5,0
93273,211,515408,45.908,36,15,11,0.5,0
93274,211,515409,45.909,36,15,11,0.5,0
93275,211,515410,45.91,36,15,11,0.5,0
93276,211,515411,45.911,36,15,11,0.5,0
93277,211,515412,45.912,36,15,11,0.5,0
93278,211,515413,45.913,36,15,11,0.5,0
93279,211,515414,45.914,36,15,11,0.5,0
93280,211,515415,45.915,36,15,11,0.5,0
93281,211,515416,45.916,36,15,11,0.5,0
93282,211,515417,45.917,36,15,11,0.5,0
93283,211,515418,45.918,36,15,11,0.5,0
93284,211,515419,45.919,36,15,11,0.5,0
93285,211,515420,45.92,36,15,11,0.5,0
93286,211,515421,45.921,36,15,11,0.5,0
93287,211,515422,45.922,36,15,11,0.5,0
93288,211,515423,45.923,36,15,11,0.5,0
93289,211,515424,45.924,36,15,11,0.5,0
93290,211,515425,45.925,36,15,11,0.5,0
93291,211,515426,45.926,36,15,11,0.5,0
93292,211,515427,45.927,36,15,11,0.5,0
93293,211,515428,45.928,36,15,11,0.5,0
93294,211,515429,45.929,36,15,11,0.5,0
93295,211,515430,45.93,36,15,11,0.5,0
93296,211,515431,45.931,36,15,11,0.5,0
93297,211,515432,45.932,36,15,11,0.5,0
93298,211,515433,45.933,36,15,11,0.5,0
93299,211,515434,45.934,36,15,11,0.5,0
93300,211,515435,45.935,36,15,11,0.5,0
93301,211,515436,45.936,36,15,11,0.5,0
93302,211,515437,45.937,36,15,11,0.5,0
93303,211,515438,45.938,36,15,11,0.5,0
93304,211,515439,45.939,36,15,11,0.5,0
93305,211,515440,45.94,36,15,11,0.5,0
93306,211,515441,45.941,36,15,11,0.5,0
93307,211,515442,45.942,36,15,11,0.5,0
93308,211,515443,45.943,36,15,11,0.5,0
93309,211,515444,45.944,36,15,11,0.5,0
93310,211,515445,45.945,36,15,11,0.5,0
93311,211,515446,45.946,36,15,11,0.5,0
93312,211,515447,45.947,36,15,11,0.5,0
93313,211,515448,45.948,36,15,11,0.5,0
93314,211,515449,45.949,36,15,11,0.5,0
93315,211,515450,45.95,36,15,11,0.5,0
93316,211,515451,45.951,36,15,11,0.5,0
93317,211,515452,45.952,36,15,11,0.5,0
93318,211,515453,45.953,36,15,11,0.5,0
93319,211,515454,45.954,36,15,11,0.5,0
93320,211,515455,45.955,36,15,11,0.5,0
93321,211,515456,45.956,36,15,11,0.5,0
93322,211,515457,45.957,36,15,11,0.5,0
93323,211,515458,45.958,36,15,11,0.5,0
93324,211,515459,45.959,36,15,11,0.5,0
93325,211,515460,45.96,36,15,11,0.5,0
93326,211,515461,45.961,36,15,11,0.5,0
93327,211,515462,45.962,36,15,11,0.5,0
93328,211,515463,45.963,36,15,11,0.5,0
93329,211,515464,45.964,36,15,11,0.5,0
93330,211,515465,45.965,36,15,11,0.5,0
93331,211,515466,45.966,36,15,11,0.5,0
93332,211,515467,45.967,36,15,11,0.5,0
93333,211,515468,45.968,36,15,11,0.5,0
93334,211,515469,45.969,36,15,11,0.5,0
93335,211,515470,45.97,36,15,11,0.5,0
93336,211,515471,45.971,36,15,11,0.5,0
93337,211,515472,45.972,36,15,11,0.5,0
93338,211,515473,45.973,36,15,11,0.5,0
93339,211,515474,45.974,36,15,11,0.5,0
93340,211,515475,45.975,36,15,11,0.5,0
93341,211,515476,45.976,36,15,11,0.5,0
93342,211,515477,45.977,36,15,11,0.5,0
93343,211,515478,45.978,36,15,11,0.5,0
93344,211,515479,45.979,36,15,11,0.5,0
93345,211,515480,45.98,36,15,11,0.5,0
93346,211,515481,45.981,36,15,11,0.5,0
93347,211,515482,45.982,36,15,11,0.5,0
93348,211,515483,45.983,36,15,11,0.5,0
93349,211,515484,45.984,36,15,11,0.5,0
93350,211,515485,45.985,36,15,11,0.5,0
93351,211,515486,45.986,36,15,11,0.5,0
93352,211,515487,45.987,36,15,11,0.5,0
93353,211,515488,45.988,36,15,11,0.5,0
93354,211,515489,45.989,36,15,11,0.5,0
93355,211,515490,45.99,36,15,11,0.5,0
93356,211,515491,45.991,36,15,11,0.5,0
93357,211,515492,45.992,36,15,11,0.5,0
93358,211,515493,45.993,36,15,11,0.5,0
93359,211,515494,45.994,36,15,11,0.5,0
93360,211,515495,45.995,36,15,11,0.5,0
93361,211,515496,45.996,36,15,11,0.5,0
93362,211,515497,45.997,36,15,11,0.5,0
93363,211,515498,45.998,36,15,11,0.5,0
93364,211,515499,45.999,36,15,11,0.5,0
93365,211,515500,46,36,15,11,0.5,0
93366,211,515501,46.001,36,15,11,0.5,0
93367,211,515502,46.002,36,15,11,0.5,0
93368,211,515503,46.003,36,15,11,0.5,0
93369,211,515504,46.004,36,15,11,0.5,0
93370,211,515505,46.005,36,15,11,0.5,0
93371,211,515506,46.006,36,15,11,0.5,0
93372,211,515507,46.007,36,15,11,0.5,0
93373,211,515508,46.008,36,15,11,0.5,0
93374,211,515509,46.009,36,15,11,0.5,0
93375,211,515510,46.01,36,15,11,0.5,0
93376,211,515511,46.011,36,15,11,0.5,0
93377,211,515512,46.012,36,15,11,0.5,0
93378,211,515513,46.013,36,15,11,0.5,0
93379,211,515514,46.014,36,15,11,0.5,0
93380,211,515515,46.015,36,15,11,0.5,0
93381,211,515516,46.016,36,15,11,0.5,0
93382,211,515517,46.017,36,15,11,0.5,0
93383,211,515518,46.018,36,15,11,0.5,0
93384,211,515519,46.019,36,15,11,0.5,0
93385,211,515520,46.02,36,15,11,0.5,0
93386,211,515521,46.021,36,15,11,0.5,0
93387,211,515522,46.022,36,15,11,0.5,0
93388,211,515523,46.023,36,15,11,0.5,0
93389,211,515524,46.024,36,15,11,0.5,0
93390,211,515525,46.025,36,15,11,0.5,0
93391,211,515526,46.026,36,15,11,0.5,0
93392,211,515527,46.027,36,15,11,0.5,0
93393,211,515528,46.028,36,15,11,0.5,0
93394,211,515529,46.029,36,15,11,0.5,0
93395,211,515530,46.03,36,15,11,0.5,0
93396,211,515531,46.031,36,15,11,0.5,0
93397,211,515532,46.032,36,15,11,0.5,0
93398,211,515533,46.033,36,15,11,0.5,0
93399,211,515534,46.034,36,15,11,0.5,0
93400,211,515535,46.035,36,15,11,0.5,0
93401,211,515536,46.036,36,15,11,0.5,0
93402,211,515537,46.037,36,15,11,0.5,0
93403,211,515538,46.038,36,15,11,0.5,0
93404,211,515539,46.039,36,15,11,0.5,0
93405,211,515540,46.04,36,15,11,0.5,0
93406,211,515541,46.041,36,15,11,0.5,0
93407,211,515542,46.042,36,15,11,0.5,0
93408,211,515543,46.043,36,15,11,0.5,0
93409,211,515544,46.044,36,15,11,0.5,0
93410,211,515545,46.045,36,15,11,0.5,0
93411,211,515546,46.046,36,15,11,0.5,0
93412,211,515547,46.047,36,15,11,0.5,0
93413,211,515548,46.048,36,15,11,0.5,0
93414,211,515549,46.049,36,15,11,0.5,0
93415,211,515550,46.05,36,15,11,0.5,0
93416,211,515551,46.051,36,15,11,0.5,0
93417,211,515552,46.052,36,15,11,0.5,0
93418,211,515553,46.053,36,15,11,0.5,0
93419,211,515554,46.054,36,15,11,0.5,0
93420,211,515555,46.055,36,15,11,0.5,0
93421,211,515556,46.056,36,15,11,0.5,0
93422,211,515557,46.057,36,15,11,0.5,0
93423,211,515558,46.058,36,15,11,0.5,0
93424,211,515559,46.059,36,15,11,0.5,0
93425,211,515560,46.06,36,15,11,0.5,0
93426,211,515561,46.061,36,15,11,0.5,0
93427,211,515562,46.062,36,15,11,0.5,0
93428,211,515563,46.063,36,15,11,0.5,0
93429,211,515564,46.064,36,15,11,0.5,0
93430,211,515565,46.065,36,15,11,0.5,0
93431,211,515566,46.066,36,15,11,0.5,0
93432,211,515567,46.067,36,15,11,0.5,0
93433,211,515568,46.068,36,15,11,0.5,0
93434,211,515569,46.069,36,15,11,0.5,0
93435,211,515570,46.07,36,15,11,0.5,0
93436,211,515571,46.071,36,15,11,0.5,0
93437,211,515572,46.072,36,15,11,0.5,0
93438,211,515573,46.073,36,15,11,0.5,0
93439,211,515574,46.074,36,15,11,0.5,0
93440,211,515575,46.075,36,15,11,0.5,0
93441,211,515576,46.076,36,15,11,0.5,0
93442,211,515577,46.077,36,15,11,0.5,0
93443,211,515578,46.078,36,15,11,0.5,0
93444,211,515579,46.079,36,15,11,0.5,0
93445,211,515580,46.08,36,15,11,0.5,0
93446,211,515581,46.081,36,15,11,0.5,0
93447,211,515582,46.082,36,15,11,0.5,0
93448,211,515583,46.083,36,15,11,0.5,0
93449,211,515584,46.084,36,15,11,0.5,0
93450,211,515585,46.085,36,15,11,0.5,0
93451,211,515586,46.086,36,15,11,0.5,0
93452,211,515587,46.087,36,15,11,0.5,0
93453,211,515588,46.088,36,15,11,0.5,0
93454,211,515589,46.089,36,15,11,0.5,0
93455,211,515590,46.09,36,15,11,0.5,0
93456,211,515591,46.091,36,15,11,0.5,0
93457,211,515592,46.092,36,15,11,0.5,0
93458,211,515593,46.093,36,15,11,0.5,0
93459,211,515594,46.094,36,15,11,0.5,0
93460,211,515595,46.095,36,15,11,0.5,0
93461,211,515596,46.096,36,15,11,0.5,0
93462,211,515597,46.097,36,15,11,0.5,0
93463,211,515598,46.098,36,15,11,0.5,0
93464,211,515599,46.099,36,15,11,0.5,0
93465,211,515600,46.1,36,15,11,0.5,0
93466,211,515601,46.101,36,15,11,0.5,0
93467,211,515602,46.102,36,15,11,0.5,0
93468,211,515603,46.103,36,15,11,0.5,0
93469,211,515604,46.104,36,15,11,0.5,0
93470,211,515605,46.105,36,15,11,0.5,0
93471,211,515606,46.106,36,15,11,0.5,0
93472,211,515607,46.107,36,15,11,0.5,0
93473,211,515608,46.108,36,15,11,0.5,0
93474,211,515609,46.109,36,15,11,0.5,0
93475,211,515610,46.11,36,15,11,0.5,0
93476,211,515611,46.111,36,15,11,0.5,0
93477,211,515612,46.112,36,15,11,0.5,0
93478,211,515613,46.113,36,15,11,0.5,0
93479,211,515614,46.114,36,15,11,0.5,0
93480,211,515615,46.115,36,15,11,0.5,0
93481,211,515616,46.116,36,15,11,0.5,0
93482,211,515617,46.117,36,15,11,0.5,0
93483,211,515618,46.118,36,15,11,0.5,0
93484,211,515619,46.119,36,15,11,0.5,0
93485,211,515620,46.12,36,15,11,0.5,0
93486,211,515621,46.121,36,15,11,0.5,0
93487,211,515622,46.122,36,15,11,0.5,0
93488,211,515623,46.123,36,15,11,0.5,0
93489,211,515624,46.124,36,15,11,0.5,0
93490,211,515625,46.125,36,15,11,0.5,0
93491,211,515626,46.126,36,15,11,0.5,0
93492,211,515627,46.127,36,15,11,0.5,0
93493,211,515628,46.128,36,15,11,0.5,0
93494,211,515629,46.129,36,15,11,0.5,0
93495,211,515630,46.13,36,15,11,0.5,0
93496,211,515631,46.131,36,15,11,0.5,0
93497,211,515632,46.132,36,15,11,0.5,0
93498,211,515633,46.133,36,15,11,0.5,0
93499,211,515634,46.134,36,15,11,0.5,0
93500,211,515635,46.135,36,15,11,0.5,0
93501,211,515636,46.136,36,15,11,0.5,0
93502,211,515637,46.137,36,15,11,0.5,0
93503,211,515638,46.138,36,15,11,0.5,0
93504,211,515639,46.139,36,15,11,0.5,0
93505,211,515640,46.14,36,15,11,0.5,0
93506,211,515641,46.141,36,15,11,0.5,0
93507,211,515642,46.142,36,15,11,0.5,0
93508,211,515643,46.143,36,15,11,0.5,0
93509,211,515644,46.144,36,15,11,0.5,0
93510,211,515645,46.145,36,15,11,0.5,0
93511,211,515646,46.146,36,15,11,0.5,0
93512,211,515647,46.147,36,15,11,0.5,0
93513,211,515648,46.148,36,15,11,0.5,0
93514,211,515649,46.149,36,15,11,0.5,0
93515,211,515650,46.15,36,15,11,0.5,0
93516,211,515651,46.151,36,15,11,0.5,0
93517,211,515652,46.152,36,15,11,0.5,0
93518,211,515653,46.153,36,15,11,0.5,0
93519,211,515654,46.154,36,15,11,0.5,0
93520,211,515655,46.155,36,15,11,0.5,0
93521,211,515656,46.156,36,15,11,0.5,0
93522,211,515657,46.157,36,15,11,0.5,0
93523,211,515658,46.158,36,15,11,0.5,0
93524,211,515659,46.159,36,15,11,0.5,0
93525,211,515660,46.16,36,15,11,0.5,0
93526,211,515661,46.161,36,15,11,0.5,0
93527,211,515662,46.162,36,15,11,0.5,0
93528,211,515663,46.163,36,15,11,0.5,0
93529,211,515664,46.164,36,15,11,0.5,0
93530,211,515665,46.165,36,15,11,0.5,0
93531,211,515666,46.166,36,15,11,0.5,0
93532,211,515667,46.167,36,15,11,0.5,0
93533,211,515668,46.168,36,15,11,0.5,0
93534,211,515669,46.169,36,15,11,0.5,0
93535,211,515670,46.17,36,15,11,0.5,0
93536,211,515671,46.171,36,15,11,0.5,0
93537,211,515672,46.172,36,15,11,0.5,0
93538,211,515673,46.173,36,15,11,0.5,0
93539,211,515674,46.174,36,15,11,0.5,0
93540,211,515675,46.175,36,15,11,0.5,0
93541,211,515676,46.176,36,15,11,0.5,0
93542,211,515677,46.177,36,15,11,0.5,0
93543,211,515678,46.178,36,15,11,0.5,0
93544,211,515679,46.179,36,15,11,0.5,0
93545,211,515680,46.18,36,15,11,0.5,0
93546,211,515681,46.181,36,15,11,0.5,0
93547,211,515682,46.182,36,15,11,0.5,0
93548,211,515683,46.183,36,15,11,0.5,0
93549,211,515684,46.184,36,15,11,0.5,0
93550,211,515685,46.185,36,15,11,0.5,0
93551,211,515686,46.186,36,15,11,0.5,0
93552,211,515687,46.187,36,15,11,0.5,0
93553,211,515688,46.188,36,15,11,0.5,0
93554,211,515689,46.189,36,15,11,0.5,0
93555,211,515690,46.19,36,15,11,0.5,0
93556,211,515691,46.191,36,15,11,0.5,0
93557,211,515692,46.192,36,15,11,0.5,0
93558,211,515693,46.193,36,15,11,0.5,0
93559,211,515694,46.194,36,15,11,0.5,0
93560,211,515695,46.195,36,15,11,0.5,0
93561,211,515696,46.196,36,15,11,0.5,0
93562,211,515697,46.197,36,15,11,0.5,0
93563,211,515698,46.198,36,15,11,0.5,0
93564,211,515699,46.199,36,15,11,0.5,0
93565,211,515700,46.2,36,15,11,0.5,0
93566,211,515701,46.201,36,15,11,0.5,0
93567,211,515702,46.202,36,15,11,0.5,0
93568,211,515703,46.203,36,15,11,0.5,0
93569,211,515704,46.204,36,15,11,0.5,0
93570,211,515705,46.205,36,15,11,0.5,0
93571,211,515706,46.206,36,15,11,0.5,0
93572,211,515707,46.207,36,15,11,0.5,0
93573,211,515708,46.208,36,15,11,0.5,0
93574,211,515709,46.209,36,15,11,0.5,0
93575,211,515710,46.21,36,15,11,0.5,0
93576,211,515711,46.211,36,15,11,0.5,0
93577,211,515712,46.212,36,15,11,0.5,0
93578,211,515713,46.213,36,15,11,0.5,0
93579,211,515714,46.214,36,15,11,0.5,0
93580,211,515715,46.215,36,15,11,0.5,0
93581,211,515716,46.216,36,15,11,0.5,0
93582,211,515717,46.217,36,15,11,0.5,0
93583,211,515718,46.218,36,15,11,0.5,0
93584,211,515719,46.219,36,15,11,0.5,0
93585,211,515720,46.22,36,15,11,0.5,0
93586,211,515721,46.221,36,15,11,0.5,0
93587,211,515722,46.222,36,15,11,0.5,0
93588,211,515723,46.223,36,15,11,0.5,0
93589,211,515724,46.224,36,15,11,0.5,0
93590,211,515725,46.225,36,15,11,0.5,0
93591,211,515726,46.226,36,15,11,0.5,0
93592,211,515727,46.227,36,15,11,0.5,0
93593,211,515728,46.228,36,15,11,0.5,0
93594,211,515729,46.229,36,15,11,0.5,0
93595,211,515730,46.23,36,15,11,0.5,0
93596,211,515731,46.231,36,15,11,0.5,0
93597,211,515732,46.232,36,15,11,0.5,0
93598,211,515733,46.233,36,15,11,0.5,0
93599,211,515734,46.234,36,15,11,0.5,0
93600,211,515735,46.235,36,15,11,0.5,0
93601,211,515736,46.236,36,15,11,0.5,0
93602,211,515737,46.237,36,15,11,0.5,0
93603,211,515738,46.238,36,15,11,0.5,0
93604,211,515739,46.239,36,15,11,0.5,0
93605,211,515740,46.24,36,15,11,0.5,0
93606,211,515741,46.241,36,15,11,0.5,0
93607,211,515742,46.242,36,15,11,0.5,0
93608,211,515743,46.243,36,15,11,0.5,0
93609,211,515744,46.244,36,15,11,0.5,0
93610,211,515745,46.245,36,15,11,0.5,0
93611,211,515746,46.246,36,15,11,0.5,0
93612,211,515747,46.247,36,15,11,0.5,0
93613,211,515748,46.248,36,15,11,0.5,0
93614,211,515749,46.249,36,15,11,0.5,0
93615,211,515750,46.25,36,15,11,0.5,0
93616,211,515751,46.251,36,15,11,0.5,0
93617,211,515752,46.252,36,15,11,0.5,0
93618,211,515753,46.253,36,15,11,0.5,0
93619,211,515754,46.254,36,15,11,0.5,0
93620,211,515755,46.255,36,15,11,0.5,0
93621,211,515756,46.256,36,15,11,0.5,0
93622,211,515757,46.257,36,15,11,0.5,0
93623,211,515758,46.258,36,15,11,0.5,0
93624,211,515759,46.259,36,15,11,0.5,0
93625,211,515760,46.26,36,15,11,0.5,0
93626,211,515761,46.261,36,15,11,0.5,0
93627,211,515762,46.262,36,15,11,0.5,0
93628,211,515763,46.263,36,15,11,0.5,0
93629,211,515764,46.264,36,15,11,0.5,0
93630,211,515765,46.265,36,15,11,0.5,0
93631,211,515766,46.266,36,15,11,0.5,0
93632,211,515767,46.267,36,15,11,0.5,0
93633,211,515768,46.268,36,15,11,0.5,0
93634,211,515769,46.269,36,15,11,0.5,0
93635,211,515770,46.27,36,15,11,0.5,0
93636,211,515771,46.271,36,15,11,0.5,0
93637,211,515772,46.272,36,15,11,0.5,0
93638,211,515773,46.273,36,15,11,0.5,0
